sha,file,type,begin,end
0ac424f0a17b341efe299da167791112e4a953e9,orc/src/java/org/apache/orc/DataReader.java,MOVE,33,38
0ac424f0a17b341efe299da167791112e4a953e9,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,562,573
0ac424f0a17b341efe299da167791112e4a953e9,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,480,491
0ac424f0a17b341efe299da167791112e4a953e9,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,194,236
0ac424f0a17b341efe299da167791112e4a953e9,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,CHANGE_SIGNATURE,1994,2016
0ac424f0a17b341efe299da167791112e4a953e9,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,398,409
0ac424f0a17b341efe299da167791112e4a953e9,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,337,348
0ac424f0a17b341efe299da167791112e4a953e9,orc/src/java/org/apache/orc/DataReader.java,PULL_UP_SIGNATURE,74,75
0ac424f0a17b341efe299da167791112e4a953e9,orc/src/java/org/apache/orc/DataReader.java,PULL_UP_SIGNATURE,74,75
0ac424f0a17b341efe299da167791112e4a953e9,orc/src/java/org/apache/orc/impl/RunLengthByteReader.java,CHANGE_SIGNATURE,95,117
0ac424f0a17b341efe299da167791112e4a953e9,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1990,2029
0ac424f0a17b341efe299da167791112e4a953e9,orc/src/java/org/apache/orc/impl/DataReaderProperties.java,MOVE,94,97
0ac424f0a17b341efe299da167791112e4a953e9,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,645,656
0ac424f0a17b341efe299da167791112e4a953e9,llap-server/src/java/org/apache/hadoop/hive/llap/io/metadata/OrcStripeMetadata.java,CHANGE_SIGNATURE,57,67
0ac424f0a17b341efe299da167791112e4a953e9,orc/src/java/org/apache/orc/DataReader.java,MOVE,40,40
0ac424f0a17b341efe299da167791112e4a953e9,orc/src/java/org/apache/orc/impl/RunLengthIntegerReader.java,CHANGE_SIGNATURE,101,124
0ac424f0a17b341efe299da167791112e4a953e9,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1248,1259
f5665e34de5a6c6496c82bc59d3b5afaa612ab50,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapTaskReporter.java,RENAME,375,421
f5665e34de5a6c6496c82bc59d3b5afaa612ab50,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapTaskReporter.java,CHANGE_SIGNATURE,455,461
eead54c981984d946ef0d9f932667ea48650a2c3,ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java,CHANGE_SIGNATURE,686,737
eead54c981984d946ef0d9f932667ea48650a2c3,llap-server/src/java/org/apache/hadoop/hive/llap/io/metadata/OrcMetadataCache.java,CHANGE_SIGNATURE,41,47
eead54c981984d946ef0d9f932667ea48650a2c3,ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java,CHANGE_SIGNATURE,1137,1241
53249a3579dce000736a05348b64faed32fb610c,ql/src/java/org/apache/hadoop/hive/ql/plan/CreateTableDesc.java,CHANGE_SIGNATURE,99,118
53249a3579dce000736a05348b64faed32fb610c,ql/src/java/org/apache/hadoop/hive/ql/plan/CreateTableDesc.java,CHANGE_SIGNATURE,141,186
53249a3579dce000736a05348b64faed32fb610c,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java,EXTRACT,784,837
53249a3579dce000736a05348b64faed32fb610c,ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java,EXTRACT,776,822
53249a3579dce000736a05348b64faed32fb610c,ql/src/java/org/apache/hadoop/hive/ql/plan/CreateTableDesc.java,CHANGE_SIGNATURE,120,138
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/TaskCompiler.java,CHANGE_SIGNATURE,89,94
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/ParseContext.java,CHANGE_SIGNATURE,122,214
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/ColumnStatsTask.java,CHANGE_SIGNATURE,86,98
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/ExplainSQRewriteSemanticAnalyzer.java,CHANGE_SIGNATURE,31,33
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/QueryState.java,MOVE,88,90
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java,CHANGE_SIGNATURE,233,235
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/LoadSemanticAnalyzer.java,CHANGE_SIGNATURE,62,64
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/optimizer/index/RewriteParseContextGenerator.java,CHANGE_SIGNATURE,54,90
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionTask.java,CHANGE_SIGNATURE,66,70
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/FunctionSemanticAnalyzer.java,CHANGE_SIGNATURE,53,55
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/UpdateDeleteSemanticAnalyzer.java,CHANGE_SIGNATURE,56,58
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/mr/HadoopJobExecHelper.java,CHANGE_SIGNATURE,140,153
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzerFactory.java,CHANGE_SIGNATURE,163,301
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/TezCompiler.java,CHANGE_SIGNATURE,104,113
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,CHANGE_SIGNATURE,344,380
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/test/org/apache/hadoop/hive/ql/parse/authorization/AuthorizationTestUtil.java,CHANGE_SIGNATURE,41,55
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/Task.java,CHANGE_SIGNATURE,128,136
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/test/org/apache/hadoop/hive/ql/parse/authorization/PrivilegesTestBase.java,CHANGE_SIGNATURE,38,56
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/ExportSemanticAnalyzer.java,CHANGE_SIGNATURE,51,53
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/QueryState.java,MOVE_RENAME,52,86
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/test/org/apache/hadoop/hive/ql/parse/authorization/AuthorizationTestUtil.java,CHANGE_SIGNATURE,57,67
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/hooks/PostExecutePrinter.java,CHANGE_SIGNATURE,108,173
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/io/rcfile/truncate/ColumnTruncateTask.java,CHANGE_SIGNATURE,62,68
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/ImportSemanticAnalyzer.java,CHANGE_SIGNATURE,78,80
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/hooks/PreExecutePrinter.java,CHANGE_SIGNATURE,57,74
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/MacroSemanticAnalyzer.java,CHANGE_SIGNATURE,63,65
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/QueryState.java,MOVE,96,101
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/Driver.java,CHANGE_SIGNATURE,564,742
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/ColumnStatsSemanticAnalyzer.java,CHANGE_SIGNATURE,64,66
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/hooks/HookContext.java,CHANGE_SIGNATURE,65,85
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/mr/ExecDriver.java,CHANGE_SIGNATURE,142,173
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/QueryState.java,MOVE,103,105
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/QueryState.java,MOVE,107,109
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/io/rcfile/stats/PartialScanTask.java,CHANGE_SIGNATURE,87,93
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java,CHANGE_SIGNATURE,204,206
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/ExplainSemanticAnalyzer.java,CHANGE_SIGNATURE,41,43
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/ColumnStatsUpdateTask.java,CHANGE_SIGNATURE,70,74
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java,CHANGE_SIGNATURE,124,132
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/hooks/PostExecutePrinter.java,INLINE,108,173
caa3ec761c18d822259116fde9ff8a4f181df179,service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java,CHANGE_SIGNATURE,124,183
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java,CHANGE_SIGNATURE,237,248
caa3ec761c18d822259116fde9ff8a4f181df179,service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java,CHANGE_SIGNATURE,185,212
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java,CHANGE_SIGNATURE,208,222
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java,CHANGE_SIGNATURE,262,276
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/hooks/PreExecutePrinter.java,INLINE,57,74
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/io/merge/MergeFileTask.java,CHANGE_SIGNATURE,63,69
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/FetchTask.java,CHANGE_SIGNATURE,62,95
caa3ec761c18d822259116fde9ff8a4f181df179,service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java,CHANGE_SIGNATURE,289,301
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/StatsNoJobTask.java,CHANGE_SIGNATURE,87,92
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java,CHANGE_SIGNATURE,221,227
caa3ec761c18d822259116fde9ff8a4f181df179,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkTask.java,CHANGE_SIGNATURE,74,78
4536dcd686ba136dc7b462e4c605ef16ba981a9f,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java,CHANGE_SIGNATURE,2621,2649
6908198df93b07e0e5fcadc7c901097028a07e94,ql/src/java/org/apache/hadoop/hive/ql/plan/ExplainWork.java,CHANGE_SIGNATURE,61,88
6908198df93b07e0e5fcadc7c901097028a07e94,ql/src/java/org/apache/hadoop/hive/ql/exec/ExplainTask.java,CHANGE_SIGNATURE,166,210
6908198df93b07e0e5fcadc7c901097028a07e94,ql/src/test/org/apache/hadoop/hive/ql/parse/TestUpdateDeleteSemanticAnalyzer.java,CHANGE_SIGNATURE,241,244
6908198df93b07e0e5fcadc7c901097028a07e94,ql/src/test/org/apache/hadoop/hive/ql/parse/TestUpdateDeleteSemanticAnalyzer.java,CHANGE_SIGNATURE,287,321
37db169a844ad1217abcde67b1350d7064d2c005,ql/src/java/org/apache/hadoop/hive/ql/Driver.java,CHANGE_SIGNATURE,1816,1828
a42bc67467db024e194773dd50f9cd303882fa82,llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonIOMetrics.java,RENAME,43,144
a42bc67467db024e194773dd50f9cd303882fa82,llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/OrcEncodedDataConsumer.java,CHANGE_SIGNATURE,53,60
a42bc67467db024e194773dd50f9cd303882fa82,llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/EncodedDataConsumer.java,CHANGE_SIGNATURE,41,57
a42bc67467db024e194773dd50f9cd303882fa82,llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/OrcColumnVectorProducer.java,CHANGE_SIGNATURE,49,61
a42bc67467db024e194773dd50f9cd303882fa82,llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonIOInfo.java,RENAME,24,53
a42bc67467db024e194773dd50f9cd303882fa82,llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonIOMetrics.java,RENAME,120,129
749e27a92a74e36152c21981a1cf7adcb92f3e4a,llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java,CHANGE_SIGNATURE,152,163
53b43cd440a2ee32efa5ad62f2684a4578f390ca,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HiveSplitGenerator.java,RENAME,89,111
fb230f9df5b7c990c80326671d9975a6f05e1600,serde/src/java/org/apache/hadoop/hive/serde2/FetchFormatter.java,MOVE,27,37
fb230f9df5b7c990c80326671d9975a6f05e1600,serde/src/java/org/apache/hadoop/hive/serde2/thrift/ColumnBuffer.java,MOVE_RENAME,45,439
fb230f9df5b7c990c80326671d9975a6f05e1600,service/src/java/org/apache/hive/service/cli/ColumnBasedSet.java,INLINE,102,118
fb230f9df5b7c990c80326671d9975a6f05e1600,service/src/java/org/apache/hive/service/cli/RowSetFactory.java,CHANGE_SIGNATURE,30,35
fb230f9df5b7c990c80326671d9975a6f05e1600,serde/src/java/org/apache/hadoop/hive/serde2/thrift/ThriftFormatter.java,MOVE,14,40
fb230f9df5b7c990c80326671d9975a6f05e1600,serde/src/java/org/apache/hadoop/hive/serde2/DefaultFetchFormatter.java,MOVE,33,73
fb230f9df5b7c990c80326671d9975a6f05e1600,serde/src/java/org/apache/hadoop/hive/serde2/thrift/Type.java,MOVE,27,438
fb230f9df5b7c990c80326671d9975a6f05e1600,ql/src/java/org/apache/hadoop/hive/ql/plan/PlanUtils.java,CHANGE_SIGNATURE,282,293
aac9263b4c14ca1986c297e6601a1742259fc65e,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java,CHANGE_SIGNATURE,477,621
0afaa8f6dc60d51a01ba8085b1cb89624eafd3d0,llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapBaseInputFormat.java,MOVE,244,274
0afaa8f6dc60d51a01ba8085b1cb89624eafd3d0,llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapBaseInputFormat.java,MOVE,292,352
0afaa8f6dc60d51a01ba8085b1cb89624eafd3d0,llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapBaseInputFormat.java,MOVE,362,476
0afaa8f6dc60d51a01ba8085b1cb89624eafd3d0,llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapBaseInputFormat.java,MOVE,232,242
0afaa8f6dc60d51a01ba8085b1cb89624eafd3d0,llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapBaseInputFormat.java,MOVE,276,290
0afaa8f6dc60d51a01ba8085b1cb89624eafd3d0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/llap/ext/TestLlapInputSplit.java,CHANGE_SIGNATURE,65,82
0afaa8f6dc60d51a01ba8085b1cb89624eafd3d0,llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapBaseInputFormat.java,MOVE,354,360
55375ec13944eaa375d1244821a79b9a7f286371,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,CHANGE_SIGNATURE,1314,1421
72b6bcd78867aa26bf0d220be98d1e7850e0d00e,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java,CHANGE_SIGNATURE,239,314
ff6ddfb3cf4640f65ebd184e89e587c94fa0131e,ql/src/java/org/apache/hadoop/hive/ql/Driver.java,EXTRACT,1809,1820
7b9096a922f9706909ba0e52d8188d182a79612f,llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapRowInputFormat.java,MOVE,21,36
7b9096a922f9706909ba0e52d8188d182a79612f,itests/hive-unit/src/test/java/org/apache/hadoop/hive/llap/ext/TestLlapInputSplit.java,MOVE,26,100
7b9096a922f9706909ba0e52d8188d182a79612f,llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapDump.java,MOVE,57,165
7b9096a922f9706909ba0e52d8188d182a79612f,llap-ext-client/src/java/org/apache/hive/llap/ext/LlapInputSplit.java,MOVE,15,73
7b9096a922f9706909ba0e52d8188d182a79612f,llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapBaseInputFormat.java,MOVE,55,136
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/SchemaEvolution.java,CHANGE_SIGNATURE,131,139
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,232,263
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,475,490
d559b34755010b5ed3ecc31fa423d01788e5e875,orc/src/java/org/apache/orc/impl/RunLengthByteReader.java,CHANGE_SIGNATURE,95,116
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1255,1270
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1938,1977
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,834,886
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,2012,2049
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java,CHANGE_SIGNATURE,144,217
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1818,1882
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,721,772
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,648,663
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestVectorOrcFile.java,RENAME,1877,1888
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,324,339
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,389,404
d559b34755010b5ed3ecc31fa423d01788e5e875,orc/src/java/org/apache/orc/impl/RunLengthIntegerReaderV2.java,CHANGE_SIGNATURE,362,384
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1483,1486
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,CHANGE_SIGNATURE,2094,2187
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java,INLINE,1054,1084
d559b34755010b5ed3ecc31fa423d01788e5e875,orc/src/java/org/apache/orc/impl/RunLengthIntegerReader.java,CHANGE_SIGNATURE,101,122
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,976,990
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,CHANGE_SIGNATURE,1994,2010
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,2211,2225
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1643,1657
d559b34755010b5ed3ecc31fa423d01788e5e875,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,561,576
40e0c380764ba3332a00dbc77bb89e4dfa3f5aee,jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java,EXTRACT,317,360
40e0c380764ba3332a00dbc77bb89e4dfa3f5aee,jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java,EXTRACT,287,315
40e0c380764ba3332a00dbc77bb89e4dfa3f5aee,service/src/java/org/apache/hive/service/cli/operation/Operation.java,CHANGE_SIGNATURE,203,209
58c4e1215ec059b37fd4899a71c1789619ef5dba,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java,INLINE,795,814
b30fe72e021a4adb83436c4f19b0f400d1f44edf,service/src/test/org/apache/hive/service/cli/TestRetryingThriftCLIServiceClient.java,EXTRACT,65,72
b30fe72e021a4adb83436c4f19b0f400d1f44edf,service/src/test/org/apache/hive/service/cli/TestRetryingThriftCLIServiceClient.java,EXTRACT,74,79
fc7343dd12ac152267615e6ac67238ee06326452,jdbc/src/java/org/apache/hive/jdbc/LlapBaseInputFormat.java,RENAME,54,135
fc7343dd12ac152267615e6ac67238ee06326452,llap-server/src/java/org/apache/hadoop/hive/llap/LlapInputFormat.java,CHANGE_SIGNATURE,346,359
fc7343dd12ac152267615e6ac67238ee06326452,llap-server/src/java/org/apache/hadoop/hive/llap/LlapInputFormat.java,CHANGE_SIGNATURE,361,383
fc7343dd12ac152267615e6ac67238ee06326452,ql/src/java/org/apache/hadoop/hive/llap/LlapBaseRecordReader.java,RENAME,40,205
e3e43c6dd89b9643d3f7a8f21c4789af24bba6eb,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java,INLINE,826,867
e3e43c6dd89b9643d3f7a8f21c4789af24bba6eb,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java,INLINE,895,918
976e628fc01911936caa19e61ea3342f3a19455a,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java,EXTRACT,880,899
976e628fc01911936caa19e61ea3342f3a19455a,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java,EXTRACT,966,997
0dd4621f34f6043071474220a082268cda124b9d,orc/src/java/org/apache/orc/impl/RunLengthByteReader.java,CHANGE_SIGNATURE,95,117
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,CHANGE_SIGNATURE,2100,2206
0dd4621f34f6043071474220a082268cda124b9d,orc/src/java/org/apache/orc/impl/RunLengthIntegerReaderV2.java,CHANGE_SIGNATURE,362,386
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1990,2029
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,EXTRACT_MOVE,181,192
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1460,1465
0dd4621f34f6043071474220a082268cda124b9d,orc/src/java/org/apache/orc/impl/RunLengthIntegerReader.java,CHANGE_SIGNATURE,101,124
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,645,656
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,CHANGE_SIGNATURE,1994,2016
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,2143,2156
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,480,491
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/SchemaEvolution.java,CHANGE_SIGNATURE,161,169
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,714,761
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,337,348
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1915,1955
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,823,870
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,1798,1859
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/TreeReaderFactory.java,CHANGE_SIGNATURE,398,409
0dd4621f34f6043071474220a082268cda124b9d,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestVectorOrcFile.java,RENAME,1874,1886
0dd4621f34f6043071474220a082268cda124b9d,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java,CHANGE_SIGNATURE,141,215
